Date,Ave.T,Max. T,Min. T,Prec,S.L.Press,Wind.dir,dir,Wind.sp
25/06/2017,24.9,31.8,17.9,0,1004.7,39, NE ,6
24/06/2017,22.4,26.5,18.2,0,1004.2,64, NE ,7
23/06/2017,20.2,22.1,18.4,26.3,1004.7,47, NE ,10
22/06/2017,21,22.4,19.6,76.9,1006.7,83, E ,7
21/06/2017,27.3,31.3,23.3,1.2,1005.1,33, NE ,10
20/06/2017,27.3,33.6,21,0,1002.5,203, SW ,10
19/06/2017,28.9,35.2,22.6,0,1001.3,76, E ,9
18/06/2017,30.1,34.7,25.6,0.4,1002.6,40, NE ,9
17/06/2017,29.5,35.2,23.8,Ip,1002.4,210, SW ,12
16/06/2017,30.6,37.6,23.5,0,1004,217, SW ,12
15/06/2017,28.8,38.5,19,0,1005.2,235, SW ,9
14/06/2017,26.1,36.1,16.1,0,1008.9,242, SW ,8
13/06/2017,21.1,26.1,16.2,10.6,1014.4,239, SW ,5
12/06/2017,23.4,27.1,19.7,Ip,1013.7,121, SE ,10
11/06/2017,23.1,30.6,15.6,0.6,1010,88, E ,8
10/06/2017,24.1,29.2,19.1,0,1009,157, SE ,9
09/06/2017,28.4,38.3,18.4,0,1002.8,220, SW ,11
08/06/2017,24.9,33.1,16.7,0.2,1004.4,216, SW ,6
07/06/2017,22.6,30.4,14.7,0,1007.3,218, SW ,6
06/06/2017,18.2,19.7,16.8,0.4,1009.5,213, SW ,8
05/06/2017,24.6,29.3,20,2.9,1011.7,196, S ,5
04/06/2017,23.7,32,15.4,0,1010.1,158, S ,8
03/06/2017,20.1,27.7,12.6,0,1010.9,241, SW ,7
02/06/2017,19.9,21.9,17.9,0,1009.3,104, E ,10
01/06/2017,23.6,31.1,16.2,Ip,1004.1,162, S ,9
31/07/2017,27.1,32.2,22.1,0,1006.6,146, SE ,6
30/07/2017,25,30.5,19.5,0,1005.1,195, S ,6
29/07/2017,25.6,28.8,22.3,0,1007.4,215, SW ,9
28/07/2017,27.2,30.9,23.6,0,1011.7,205, SW ,5
27/07/2017,25.5,29.8,21.2,0,1008.5,326, NW ,5
26/07/2017,23.4,25.3,21.5,1.4,1006,39, NE ,7
25/07/2017,27.8,30.3,25.3,0.4,1008,231, SW ,5
24/07/2017,27.8,30.3,25.3,0,1005.9,37, NE ,5
23/07/2017,26.6,28.5,24.7,Ip,1004.4,184, S ,5
22/07/2017,24.8,28.2,21.4,0,1008.6,84, E ,5
21/07/2017,23.8,26.3,21.2,135.6,1009.6,116, SE ,7
20/07/2017,30.8,34.7,26.8,11.3,1000.1,143, SE ,6
19/07/2017,29.4,32.7,26,0,1001.2,208, SW ,6
18/07/2017,29.4,32.4,26.5,0.1,1004.4,187, S ,7
17/07/2017,29.6,33.1,26.2,0.3,1007.8,169, S ,5
16/07/2017,30.1,34.2,26,0,1008.3,87, E ,6
15/07/2017,28.6,32.2,25,0.4,1007.3,89, E ,4
14/07/2017,30.2,34.3,26.1,0.6,1002.8,70, E ,8
13/07/2017,31.9,35.7,28.2,Ip,998.9,205, SW ,8
12/07/2017,30.2,35.7,24.8,0,1000.6,194, S ,7
11/07/2017,29.6,35.2,24,0,1000.8,225, SW ,7
10/07/2017,29.4,36.5,22.4,0,998.1,127, SE ,6
09/07/2017,31.4,35.8,27,0,997.3,160, S ,8
08/07/2017,26.4,32.1,20.6,0,997.5,84, E ,7
07/07/2017,27.2,33.4,21.1,3.3,996.8,200, S ,10
06/07/2017,24.8,26.3,23.2,37.2,1001.6,55, NE ,9
05/07/2017,28.4,32.3,24.5,1.2,1006.6,138, SE ,7
04/07/2017,25.5,28.8,22.2,17,1006.6,90, E ,5
03/07/2017,28.4,32.1,24.7,21.5,1004.3,127, SE ,6
02/07/2017,30.2,34.6,25.8,0,1002.6,125, SE ,8
01/07/2017,30.9,35.7,26,0,1001,158, S ,9
31/08/2017,22.9,26.4,19.3,0.1,1012.6,212, SW ,8
30/08/2017,21.5,27.4,15.6,0,1013.4,215, SW ,8
29/08/2017,21.1,26.5,15.7,0,1016.7,212, SW ,9
28/08/2017,22.5,27.9,17.1,0,1017,42, NE ,8
27/08/2017,19.5,22.1,16.9,25.8,1013.3,105, E ,6
26/08/2017,23.6,27.7,19.4,1.6,1014.4,205, SW ,9
25/08/2017,25.1,32.6,17.7,0,1012.3,305, NW ,8
24/08/2017,28.1,32.5,23.6,0,1010.1,341, N ,7
23/08/2017,28.6,33.5,23.7,0.1,1006.3,27, NE ,6
22/08/2017,27.6,30.2,24.9,37.3,1006.9,133, SE ,6
21/08/2017,28.6,32.8,24.5,0,1005.5,207, SW ,7
20/08/2017,26.1,30.2,22,Ip,1006.5,229, SW ,5
19/08/2017,25.9,29.5,22.3,3,1009.9,39, NE ,3
18/08/2017,26.2,29.3,23.1,22.6,1010.1,336, NW ,5
17/08/2017,25.8,31,20.5,0,1008.1,109, E ,5
16/08/2017,27.1,31.9,22.2,4.6,1006.5,138, SE ,8
15/08/2017,26.8,30.6,22.9,0,1005.5,195, S ,7
14/08/2017,26.8,31.3,22.2,0,1007.1,158, S ,5
13/08/2017,26.4,30.1,22.7,6.5,1008.3,32, NE ,5
12/08/2017,23.6,25.6,21.5,52.7,1007.9,67, NE ,8
11/08/2017,27.9,30.8,25,7.3,1003.9,17, N ,6
10/08/2017,27.8,31.5,24,0,999.8,172, S ,7
09/08/2017,26.3,30.7,21.9,Ip,997.6,150, SE ,7
08/08/2017,30.6,35,26.1,0.9,997.7,138, SE ,7
07/08/2017,29.9,35.2,24.5,0,999.7,168, S ,8
06/08/2017,30,36.5,23.5,0,999.6,301, NW ,7
05/08/2017,28.4,33.1,23.6,4.6,1000.9,140, SE ,7
04/08/2017,32.1,38.2,26.1,0,1000.9,64, NE ,6
03/08/2017,29.9,35.4,24.4,0,996.2,266, W ,9
02/08/2017,28.3,31,25.6,66.8,999.5,54, NE ,7
01/08/2017,29.1,32.8,25.5,0,1006.1,121, SE ,8
30/09/2017,19.4,24.9,13.9,0,1012.8,215, SW ,5
29/09/2017,17.9,26.8,9.1,0,1012.8,79, E ,5
28/09/2017,15.2,22.4,8.1,0,1014.8,246, SW ,9
27/09/2017,17.1,21.1,13.2,0.1,1016.5,235, SW ,6
26/09/2017,20.9,24,17.8,0,1015.6,34, NE ,7
25/09/2017,24.9,28.1,21.7,0,1010.7,215, SW ,5
24/09/2017,23.7,29.2,18.2,0,1011.2,77, E ,7
23/09/2017,20.9,28.5,13.4,0,1010.1,91, E ,5
22/09/2017,22.4,28.1,16.8,0,1011,318, NW ,8
21/09/2017,21.7,28.1,15.3,0,1007.1,253, W ,5
20/09/2017,21.7,29,14.4,0,1012.8,214, SW ,7
19/09/2017,23.6,30.8,16.5,0,1011.8,35, NE ,5
18/09/2017,22.9,31,14.7,0,1005.7,245, SW ,6
17/09/2017,24.7,29.4,20,0,1010,334, NW ,6
16/09/2017,23.9,28.5,19.2,0,1012.8,69, E ,5
15/09/2017,25.2,28.9,21.6,0,1016.3,206, SW ,5
14/09/2017,24.8,29.4,20.1,0,1017.4,190, S ,7
13/09/2017,25.4,30.5,20.4,0,1017.8,196, S ,5
12/09/2017,23.3,30.2,16.4,0,1016.7,179, S ,5
11/09/2017,23.4,28.9,17.8,0,1013.2,178, S ,7
10/09/2017,23.9,25.4,22.5,2.6,1010.3,104, E ,3
09/09/2017,26.4,30.3,22.4,0,1009.9,135, SE ,6
08/09/2017,26.9,32.5,21.3,0,1008.2,75, E ,9
07/09/2017,25.1,31.5,18.8,0,1005.9,135, SE ,6
06/09/2017,25.9,32,19.7,0,1006.6,245, SW ,5
05/09/2017,26.1,30.7,21.5,0,1008.9,315, NW ,7
04/09/2017,24.1,28.1,20.1,Ip,1010.4,208, SW ,7
03/09/2017,23.1,27.9,18.3,0,1011.8,213, SW ,8
02/09/2017,24.4,28.1,20.6,0,1012.2,221, SW ,7
01/09/2017,22.1,26,18.2,0,1011.7,196, S ,6
31/10/2017,8.2,14.8,1.7,0,1018.9,73, E ,5
30/10/2017,7.8,16.1,-0.4,0,1026,207, SW ,5
29/10/2017,9.8,14.1,5.5,0,1033,308, NW ,8
28/10/2017,11.4,13.9,8.9,0,1030.4,7, N ,18
27/10/2017,12.7,16.8,8.6,0,1018.7,124, SE ,4
26/10/2017,12.2,15.9,8.6,0,1018.7,191, S ,3
25/10/2017,11.1,15.3,6.9,Ip,1023.4,107, E ,3
24/10/2017,11.8,18.1,5.6,0,1025.2,191, S ,6
23/10/2017,11.6,17.4,5.7,0,1025.9,158, S ,5
22/10/2017,12.3,14,10.6,0,1024.3,55, NE ,3
21/10/2017,13.6,17.7,9.5,0.1,1023,100, E ,6
20/10/2017,13.4,17.3,9.6,0,1019.1,214, SW ,5
19/10/2017,14.2,18.1,10.3,0,1020.5,179, S ,5
18/10/2017,13,13.7,12.3,1.4,1023,199, S ,5
17/10/2017,12.7,16.8,8.5,2.4,1027.5,181, S ,5
16/10/2017,13.7,17.9,9.4,0,1031.3,130, SE ,4
15/10/2017,12.9,16.3,9.5,Ip,1029.4,38, NE ,4
14/10/2017,10.8,13.9,7.7,0.9,1028,21, N ,5
13/10/2017,12.8,19.8,5.8,0,1023.9,330, NW ,5
12/10/2017,11.7,15.4,8,0,1022.7,122, SE ,6
11/10/2017,11.4,16.6,6.2,0,1027.9,10, N ,5
10/10/2017,10.4,11.4,9.4,1.2,1027.6,37, NE ,6
09/10/2017,13.2,15,11.5,51.4,1025.8,17, N ,9
08/10/2017,16.4,17.6,15.1,15.8,1021.6,285, W ,4
07/10/2017,15.1,18,12.2,0,1020.1,199, S ,5
06/10/2017,16.8,22.8,10.8,0,1018,201, S ,7
05/10/2017,14.6,20.7,8.4,0,1019.9,200, S ,7
04/10/2017,15.2,22,8.3,0,1024.7,185, S ,9
03/10/2017,16.1,20.5,11.7,0,1028.2,83, E ,5
02/10/2017,16.6,19.8,13.5,0.1,1025.3,84, E ,5
01/10/2017,21.4,26.3,16.4,0,1015.3,56, NE ,9
30/11/2017,-1.6,3.4,-6.5,0,1033.4,246, SW ,9
29/11/2017,-2.5,0.8,-5.9,0,1035.5,106, E ,5
28/11/2017,1.9,7,-3.3,0,1030.6,3, N ,12
27/11/2017,0.9,5.6,-3.8,0,1019.3,84, E ,3
26/11/2017,1.6,4.8,-1.5,0,1029.6,181, S ,9
25/11/2017,2.6,8.8,-3.5,0,1022.5,45, NE ,7
24/11/2017,1.4,6.6,-3.7,0,1022.7,205, SW ,9
23/11/2017,1.1,6.5,-4.2,0,1025.4,292, W ,10
22/11/2017,3,8.4,-2.3,0,1026.2,302, NW ,10
21/11/2017,2.9,9.4,-3.6,0,1022,349, N ,9
20/11/2017,1.8,10,-6.4,0,1026.2,207, SW ,5
19/11/2017,-0.5,5,-5.9,0,1028.6,106, E ,4
18/11/2017,0.1,4.2,-3.9,0,1030.6,239, SW ,9
17/11/2017,1.8,5.4,-1.9,0,1032.2,353, N ,15
16/11/2017,2.1,8.3,-4.1,0,1021.1,49, NE ,3
15/11/2017,1.9,6.5,-2.6,0,1025.7,70, E ,5
14/11/2017,3.5,7.4,-0.4,0,1024.6,347, N ,8
13/11/2017,5.5,11.7,-0.8,0,1021.1,348, N ,14
12/11/2017,4.8,10.4,-0.9,0,1016.4,108, E ,3
11/11/2017,3.7,8.6,-1.2,0,1022.9,245, SW ,7
10/11/2017,9.5,12.4,6.6,0,1027.8,9, N ,12
09/11/2017,8.8,13.6,4.1,0,1018.2,359, N ,7
08/11/2017,8.3,14.4,2.3,0,1024.4,122, SE ,4
07/11/2017,11.7,19.3,4,0,1021.6,28, NE ,7
06/11/2017,9.3,15.1,3.6,0,1017.6,65, NE ,3
05/11/2017,7.7,13.4,2,0,1021.7,53, NE ,4
04/11/2017,6.1,13.9,-1.7,0,1028.8,196, S ,6
03/11/2017,7.6,12.1,3.1,0,1034,70, E ,5
02/11/2017,13.1,20.3,5.8,0,1021.4,15, N ,9
01/11/2017,12.4,19.5,5.3,0,1017.8,71, E ,5
31/12/2017,-0.9,5.3,-7.1,0,1026,171, S ,5
30/12/2017,1,6.1,-4.1,0,1028.7,297, NW ,5
29/12/2017,-3.3,-1.2,-5.4,Ip,1031.7,235, SW ,3
28/12/2017,-1.4,1.9,-4.6,0,1028.5,155, SE ,3
27/12/2017,-2.4,1.8,-6.5,0,1027.1,60, NE ,3
26/12/2017,-1,3.9,-5.9,0,1031.1,203, SW ,5
25/12/2017,0.2,4.6,-4.1,0,1026.5,190, S ,8
24/12/2017,3.6,6.2,1,0,1026.9,346, N ,12
23/12/2017,1.1,6.1,-4,0,1021.8,307, NW ,6
22/12/2017,2.6,10.2,-5,0,1024.9,18, N ,5
21/12/2017,2.2,9.1,-4.6,0,1024,135, SE ,5
20/12/2017,2.3,8.6,-4,0,1030.6,304, NW ,6
19/12/2017,-0.4,5,-5.8,0,1031.2,228, SW ,7
18/12/2017,0.2,5.8,-5.3,0,1033.6,352, N ,11
17/12/2017,-1.2,5.4,-7.8,0,1028.3,225, SW ,7
16/12/2017,-2.1,0.3,-4.5,0,1036.1,307, NW ,10
15/12/2017,-1.6,1.9,-5,0,1034.9,337, NW ,16
14/12/2017,-2.4,0.6,-5.4,0,1031.4,212, SW ,4
13/12/2017,-4.6,-0.6,-8.6,0,1036.9,130, SE ,4
12/12/2017,-4.7,-1.8,-7.5,0,1034.2,66, NE ,6
11/12/2017,-1.8,0.7,-4.2,0,1033.1,47, NE ,12
10/12/2017,2.5,4.8,0.2,0,1025,7, N ,15
09/12/2017,2.8,9.1,-3.5,0,1016,287, W ,6
08/12/2017,1.9,7.7,-3.8,0,1023.6,214, SW ,8
07/12/2017,1.8,4.6,-1,0,1031.8,344, N ,9
06/12/2017,3.5,10.1,-3.1,0,1022.7,31, NE ,9
05/12/2017,0.1,6.8,-6.5,0,1020.7,209, SW ,7
04/12/2017,-0.9,3,-4.8,0,1030.1,278, W ,10
03/12/2017,1.4,6.1,-3.4,0,1030.5,13, N ,14
02/12/2017,-0.5,5.2,-6.2,0,1023,54, NE ,5
01/12/2017,-0.9,5.5,-7.3,0,1028.2,196, S ,5
31/01/2018,0.8,4.3,-2.6,0,1028.4,290, W ,8
30/01/2018,-0.8,5,-6.6,0,1027.8,324, NW ,12
29/01/2018,-2.7,0.2,-5.6,0,1028.3,296, NW ,9
28/01/2018,-6.7,-2.3,-11,0,1030.8,319, NW ,11
27/01/2018,-7.7,-3.9,-11.5,0,1031.6,36, NE ,9
26/01/2018,-8.1,-4.7,-11.5,0,1036.8,185, S ,5
25/01/2018,-7.7,-4.7,-10.6,0,1039.5,66, NE ,7
24/01/2018,-7.2,-1.4,-12.9,0,1034.2,315, NW ,10
23/01/2018,-8.5,-4.7,-12.3,0,1031.5,281, W ,7
22/01/2018,-4.3,-2.9,-5.7,0,1027.7,337, NW ,15
21/01/2018,-3.4,-2.3,-4.5,Ip,1025.2,112, E ,8
20/01/2018,-1.6,3,-6.3,0,1025.5,98, E ,9
19/01/2018,0.9,8.5,-6.6,0,1023,165, S ,5
18/01/2018,-1.1,5.1,-7.2,0,1024.7,131, SE ,5
17/01/2018,1.2,7.1,-4.7,0,1022.2,25, NE ,8
16/01/2018,1,5.3,-3.3,0,1018.5,221, SW ,7
15/01/2018,-1.4,2.4,-5.1,0,1022.9,75, E ,8
14/01/2018,0.1,7,-6.7,0,1023.3,45, NE ,6
13/01/2018,-2.9,3.6,-9.3,0,1024.5,99, E ,3
12/01/2018,-3.8,3.6,-11.2,0,1029.4,241, SW ,4
11/01/2018,-5.2,-1.5,-8.9,0,1036.3,290, W ,9
10/01/2018,-4.5,-1.3,-7.7,0,1032.2,0, N ,16
09/01/2018,-2.5,0.6,-5.5,0,1023.4,328, NW ,17
08/01/2018,-1.9,0.1,-4,0,1019.3,313, NW ,14
07/01/2018,0.7,3.4,-2,0,1021.4,315, NW ,9
06/01/2018,-1.6,3.1,-6.3,0,1026.7,88, E ,5
05/01/2018,-2.6,3.4,-8.6,0,1027.6,21, N ,7
04/01/2018,-3.5,-1.7,-5.3,0,1032,320, NW ,7
03/01/2018,-1.9,0.5,-4.2,0,1038.9,20, N ,14
02/01/2018,-2.3,2.7,-7.3,0,1037.5,10, N ,11
01/01/2018,-1.6,3.2,-6.3,0,1029.7,71, E ,6
28/02/2018,4.2,8.2,0.3,0,1013.1,237, SW ,12
27/02/2018,2.3,5.1,-0.5,0,1021.3,171, S ,8
26/02/2018,3.6,10.5,-3.2,0,1019.1,54, NE ,6
25/02/2018,-0.5,6.3,-7.3,0,1022.6,210, SW ,6
24/02/2018,-0.3,3.2,-3.8,0,1032.4,197, S ,9
23/02/2018,3.8,12.1,-4.6,0,1024.1,56, NE ,9
22/02/2018,2.1,9.6,-5.4,0,1016.1,332, NW ,4
21/02/2018,1.4,8.9,-6.2,0,1021.7,224, SW ,6
20/02/2018,3.6,7.5,-0.3,0,1027.5,333, NW ,9
19/02/2018,1.1,5,-2.9,0,1025.9,68, E ,5
18/02/2018,0.9,8.1,-6.2,0,1024.8,88, E ,5
17/02/2018,-1.8,2.3,-5.9,0,1024.2,58, NE ,6
16/02/2018,1.2,8.1,-5.7,0,1023,27, NE ,9
15/02/2018,-1.4,5.5,-8.4,0,1022.3,206, SW ,7
14/02/2018,1.8,6.4,-2.9,0,1024.7,56, NE ,8
13/02/2018,1.4,9.2,-6.4,0,1012.7,57, NE ,8
12/02/2018,-0.2,5.5,-5.9,0,1021.3,253, W ,9
11/02/2018,-3.9,-1.4,-6.4,0,1027.3,320, NW ,17
10/02/2018,-5.8,-1.1,-10.5,0,1029,316, NW ,14
09/02/2018,-1.9,3.7,-7.4,0,1025.7,2, N ,15
08/02/2018,-4.8,1.4,-11.1,0,1018.6,114, SE ,8
07/02/2018,-3.5,1,-8.1,0,1027.6,359, N ,12
06/02/2018,-5.2,1.8,-12.1,0,1026,181, S ,9
05/02/2018,-4.3,-0.2,-8.5,0,1034,42, NE ,10
04/02/2018,-4.5,2.2,-11.1,0,1033.1,308, NW ,11
03/02/2018,-4.5,0.5,-9.6,0,1036.8,348, N ,9
02/02/2018,-3.8,-1.1,-6.5,0,1039.3,4, N ,10
01/02/2018,-1.4,5,-7.9,0,1031.5,340, N ,12
31/03/2018,17.4,24,10.8,0,1012.1,106, E ,5
30/03/2018,12.7,19,6.4,0,1019.4,165, S ,8
29/03/2018,15.8,20.3,11.3,0,1025.8,155, SE ,9
28/03/2018,18.6,22.4,14.7,0,1016.2,179, S ,8
27/03/2018,17.5,25.6,9.4,0,1005,57, NE ,6
26/03/2018,17.3,24.8,9.8,0,1010.6,224, SW ,5
25/03/2018,16.4,27.4,5.5,0,1016.4,224, SW ,10
24/03/2018,13.7,23.4,4,0,1020.1,223, SW ,7
23/03/2018,13.7,21.3,6.1,0,1016.8,22, N ,5
22/03/2018,9.7,18.6,0.7,0,1012.8,166, S ,8
21/03/2018,4.8,11.3,-1.6,0,1019.4,226, SW ,8
20/03/2018,6.7,11.1,2.2,0,1028,165, S ,8
19/03/2018,8.2,15,1.3,0,1027.1,167, S ,7
18/03/2018,6.3,12.3,0.4,0,1023,219, SW ,5
17/03/2018,1.3,2.7,-0.1,3.7,1024.9,131, SE ,4
16/03/2018,4.2,9.7,-1.2,0.4,1029.4,206, SW ,9
15/03/2018,10.8,14.3,7.3,0,1029.3,119, SE ,13
14/03/2018,11.2,14.9,7.4,0,1010.5,64, NE ,11
13/03/2018,10.8,19.6,2.1,0,1008.9,96, E ,6
12/03/2018,6,12.4,-0.5,0,1011.1,230, SW ,5
11/03/2018,2,7.1,-3,0,1020.9,63, NE ,5
10/03/2018,6.3,12.4,0.2,0,1024.2,143, SE ,7
09/03/2018,2.6,9.7,-4.4,0,1020.2,104, E ,6
08/03/2018,1.1,6.6,-4.5,0,1031,193, S ,10
07/03/2018,0,3.2,-3.2,0,1028.6,88, E ,6
06/03/2018,0.4,4.9,-4.1,0,1034,150, SE ,8
05/03/2018,2.3,8.2,-3.6,0,1030.6,155, SE ,10
04/03/2018,5.8,8.4,3.1,0,1023.5,158, S ,8
03/03/2018,6.4,11.4,1.4,0,1009.2,75, E ,5
02/03/2018,4.2,9.8,-1.4,0,1006.8,68, E ,5
01/03/2018,3.1,8.7,-2.4,0,1018,210, SW ,11
30/04/2018,20.8,23.3,18.3,0,1013.2,163, S ,9
29/04/2018,21.9,28.2,15.6,Ip,1005.6,142, SE ,7
28/04/2018,20.7,28.5,12.9,0,1006.7,183, S ,6
27/04/2018,19.6,25.6,13.7,0,1015.8,208, SW ,12
26/04/2018,20,28.1,11.9,0,1012.7,59, NE ,5
25/04/2018,16.9,25.3,8.6,0,1012.3,200, S ,10
24/04/2018,16.1,24.1,8,0,1018.5,0, N ,7
23/04/2018,14.9,19.6,10.2,0,1020.7,26, NE ,6
22/04/2018,12.9,14.3,11.5,1.2,1020.7,22, N ,9
21/04/2018,16.3,19.7,12.9,27.2,1014.9,51, NE ,12
20/04/2018,22.1,29.8,14.3,Ip,1007.8,95, E ,9
19/04/2018,22,28.7,15.3,0,1010.7,83, E ,9
18/04/2018,20.2,25.7,14.7,0,1007.7,202, S ,7
17/04/2018,18.2,23.6,12.8,0,1010.8,194, S ,9
16/04/2018,15.5,23.9,7.1,0,1014.2,205, SW ,12
15/04/2018,13.6,21.9,5.3,0,1017.2,217, SW ,9
14/04/2018,13.9,18.5,9.3,0,1017.5,331, NW ,14
13/04/2018,11.9,13.9,10,6.2,1020.5,203, SW ,8
12/04/2018,16.6,22.3,10.8,Ip,1020.8,102, E ,11
11/04/2018,16.4,25.4,7.5,0,1011.6,248, W ,9
10/04/2018,17.2,24.5,10,0,1006.7,311, NW ,13
09/04/2018,13,19.5,6.5,0,1003.9,67, NE ,8
08/04/2018,11,20.3,1.7,0,1011,145, SE ,10
07/04/2018,8,13.2,2.8,0,1014.9,66, NE ,10
06/04/2018,6.2,9,3.5,0,1024.3,332, NW ,17
05/04/2018,4.7,8.9,0.4,0,1019,265, W ,15
04/04/2018,5.2,9.4,1.1,10.4,1026.7,179, S ,7
03/04/2018,10.2,17.4,2.9,2.5,1027.1,76, E ,13
02/04/2018,18.9,24.9,12.8,0,1009.3,87, E ,11
01/04/2018,19.4,28.3,10.4,0,1007.3,154, SE ,7
31/05/2018,26.6,34.8,18.4,0,1013.5,134, SE ,6
30/05/2018,24.6,33,16.3,0,1011.7,350, N ,7
29/05/2018,22.5,31.7,13.3,0,1009.6,334, NW ,9
28/05/2018,24.9,28.9,20.8,0,1008.3,9, N ,10
27/05/2018,24.7,33.4,16,0,1004.2,161, S ,9
26/05/2018,25.4,30.5,20.4,0,1007.8,263, W ,9
25/05/2018,25.1,31.7,18.4,0,1003.1,199, S ,8
24/05/2018,23.9,33.2,14.6,0,1001.1,205, SW ,11
23/05/2018,20.4,31.1,9.7,0,1001.8,211, SW ,14
22/05/2018,20.8,26.6,14.9,0,1011.1,322, NW ,9
21/05/2018,16.4,17.5,15.3,3.3,1014.7,239, SW ,5
20/05/2018,17,18.5,15.5,2.8,1017.5,93, E ,6
19/05/2018,22.1,27.8,16.5,1.8,1014.5,183, S ,6
18/05/2018,24.6,28.5,20.8,0,1011.9,155, SE ,8
17/05/2018,22.1,23.7,20.5,0.5,1006,319, NW ,6
16/05/2018,24.9,29.2,20.5,0,999.4,98, E ,6
15/05/2018,24.9,29.3,20.4,Ip,998.1,86, E ,8
14/05/2018,25.9,32.4,19.5,0,998.9,162, S ,7
13/05/2018,21.4,28.4,14.3,0,1002.4,159, S ,6
12/05/2018,20.6,25.4,15.9,0,1005.7,113, SE ,7
11/05/2018,21.3,22.8,19.8,Ip,1009.9,100, E ,7
10/05/2018,21.6,26.7,16.4,0,1013.8,190, S ,7
09/05/2018,19.7,27,12.4,0,1018.2,200, S ,9
08/05/2018,18.8,25.4,12.1,0,1018.5,176, S ,8
07/05/2018,21.9,26.7,17.1,0,1013.3,139, SE ,10
06/05/2018,20.4,27.8,12.9,0,1007.9,221, SW ,8
05/05/2018,21.7,25.8,17.6,0,1009.2,41, NE ,8
04/05/2018,19.1,27,11.2,0,1006.3,254, W ,7
03/05/2018,17.6,23.7,11.6,0,1014.4,251, W ,8
02/05/2018,17.9,23.4,12.4,0,1016.2,328, NW ,10
01/05/2018,18.6,22.7,14.4,0.9,1015.5,11, N ,12
30/06/2018,30.1,36.8,23.3,8.7,1004.6,59, NE ,10
29/06/2018,31.9,39.9,23.9,5.4,998.3,64, NE ,10
28/06/2018,31.2,36.4,26.1,0,998.9,36, NE ,8
27/06/2018,31,38.8,23.2,0,998.2,27, NE ,10
26/06/2018,29.1,33.8,24.3,0,998.8,217, SW ,7
25/06/2018,28.6,30.8,26.4,0.4,1001.8,79, E ,6
24/06/2018,31.5,35.5,27.5,0,1002.2,203, SW ,11
23/06/2018,29.6,36.3,22.9,0,1000.3,203, SW ,9
22/06/2018,27.9,31.9,23.9,0,1003.6,105, E ,5
21/06/2018,30,35.7,24.3,0,1004.8,124, SE ,9
20/06/2018,28.6,37,20.3,0,1003.6,282, W ,9
19/06/2018,28.8,34.3,23.3,0,1003.7,97, E ,8
18/06/2018,26.9,32.8,20.9,0,1000.7,115, SE ,8
17/06/2018,23.9,27.8,19.9,0.8,1004.7,104, E ,6
16/06/2018,24.8,29.8,19.8,5.1,1005.4,122, SE ,5
15/06/2018,24.6,29.6,19.5,0,1007.8,107, E ,9
14/06/2018,23.4,31.6,15.2,0,1004.4,126, SE ,9
13/06/2018,19.8,22.2,17.3,11.4,1003,120, SE ,6
12/06/2018,25.6,31.5,19.6,2.7,998.4,83, E ,7
11/06/2018,22.1,26.9,17.4,0,1000,186, S ,7
10/06/2018,21,25.8,16.2,0,1003.3,164, S ,8
09/06/2018,21.2,24.6,17.8,7.6,1006.9,260, W ,5
08/06/2018,25.1,31.2,19,Ip,1008.2,174, S ,11
07/06/2018,27.1,32.4,21.8,0,1009.6,65, NE ,8
06/06/2018,27.6,32.6,22.6,0.6,1004.6,9, N ,5
05/06/2018,29.8,39,20.5,0,1000.1,200, S ,13
04/06/2018,26,34.7,17.3,0,1002.8,215, SW ,14
03/06/2018,26.1,30.2,22,0.3,1007.9,154, SE ,5
02/06/2018,27.4,34.6,20.3,0.8,1007.9,210, SW ,9
01/06/2018,26.6,35.6,17.7,0,1011.9,220, SW ,8
31/07/2018,31.6,36.3,26.9,0,1005.2,209, SW ,5
30/07/2018,31.4,35.3,27.4,0,1004.9,164, S ,4
29/07/2018,30.4,34.3,26.5,0,1004.8,123, SE ,6
28/07/2018,29.5,33.5,25.5,0,1006.5,143, SE ,5
27/07/2018,29.1,32.5,25.7,0,1008,141, SE ,6
26/07/2018,29.3,34.6,24,0,1006.2,114, SE ,7
25/07/2018,29.2,34.1,24.3,0,1002.5,28, NE ,8
24/07/2018,28.2,32.4,24,51.4,998.1,257, W ,9
23/07/2018,29.4,33.8,24.9,38.6,1004.1,83, E ,9
22/07/2018,29.9,32.9,26.8,0.3,1006.5,45, NE ,6
21/07/2018,32.4,35.7,29.1,0,1004.1,174, S ,8
20/07/2018,31,35.2,26.8,0,1002.2,190, S ,9
19/07/2018,28.5,33.4,23.6,6.1,1003.5,90, E ,6
18/07/2018,27.1,30.1,24.1,27.1,1004.8,61, NE ,5
17/07/2018,24.4,25.4,23.5,41.9,1003.9,67, NE ,5
16/07/2018,27.4,30.6,24.3,70.2,1004,55, NE ,7
15/07/2018,29.8,34.2,25.3,13.4,1004.1,165, S ,8
14/07/2018,28.5,32.6,24.4,0,1004.2,164, S ,5
13/07/2018,26.6,29.8,23.5,0,1003.8,193, S ,5
12/07/2018,24.6,28.1,21,0.9,1005.7,51, NE ,6
11/07/2018,22.6,24,21.1,36.3,1007.7,28, NE ,4
10/07/2018,25.6,28.5,22.7,0.1,1010.3,211, SW ,4
