Date,Ave.T,Max. T,Min. T,Prec,S.L.Press,Wind.dir,dir,Wind.sp
13/04/2016,16.8,25.5,8,0,1006.2,18, N ,9
12/04/2016,12.9,18.9,7,0.1,1006.6,118, SE ,5
11/04/2016,10.2,15.9,4.5,1.2,1014.3,116, SE ,8
10/04/2016,12.3,19.6,5,0,1019.6,174, S ,8
09/04/2016,17.5,25.7,9.3,0,1012,93, E ,9
08/04/2016,16.5,24.4,8.6,0,1011.4,233, SW ,12
07/04/2016,17.1,24.9,9.3,0,1013.8,340, N ,11
06/04/2016,14.8,20.1,9.5,Ip,1008,91, E ,6
05/04/2016,15.2,22.3,8,0,1012.6,84, E ,11
04/04/2016,14.3,21.9,6.7,0,1011.5,212, SW ,9
03/04/2016,14.2,19.2,9.3,0,1018.7,210, SW ,9
02/04/2016,15.4,19.4,11.5,0,1021.7,351, N ,11
01/04/2016,17.6,21.8,13.3,0.4,1012.3,15, N ,15
31/05/2016,24.8,26.2,23.3,Ip,1010.9,148, SE ,8
30/05/2016,26.1,34.3,18,0,1001.9,237, SW ,8
29/05/2016,23.9,30.6,17.3,0,1006.2,161, S ,10
28/05/2016,22.9,30.3,15.5,0,1005,225, SW ,10
27/05/2016,22.9,29.1,16.6,0,1008.7,212, SW ,12
26/05/2016,23.8,31,16.5,0,1009.9,242, SW ,6
25/05/2016,22.8,27.6,18,0,1007,269, W ,9
24/05/2016,20.7,29.5,11.9,0.3,1002.3,283, W ,11
23/05/2016,21.1,24.9,17.4,0.2,1008,221, SW ,7
22/05/2016,23.4,29.7,17,0,1015,158, S ,8
21/05/2016,22.9,29.4,16.4,0,1018.9,97, E ,8
20/05/2016,22.9,28.8,17,0,1016.5,93, E ,7
19/05/2016,23.4,29.4,17.4,0,1014.2,191, S ,9
18/05/2016,23.9,29.7,18.2,0,1012.8,218, SW ,10
17/05/2016,23.4,32.4,14.4,0,1009.6,184, S ,10
16/05/2016,21.1,31.1,11,0,1007.4,213, SW ,11
15/05/2016,18,24.1,11.9,0,1011.8,293, NW ,9
14/05/2016,14.2,16.2,12.2,5.3,1015.9,210, SW ,4
13/05/2016,16.1,24.3,7.8,2.2,1019.6,208, SW ,13
12/05/2016,18.1,21.7,14.4,0,1015.6,13, N ,8
11/05/2016,22.3,26.7,17.9,7.9,999.5,199, S ,12
10/05/2016,19.9,28.2,11.6,0,1007.2,215, SW ,9
09/05/2016,19.8,24.4,15.1,Ip,1011.9,25, NE ,7
08/05/2016,19.6,26.9,12.2,0,1011.5,197, S ,12
07/05/2016,18.5,26.5,10.5,0,1016.6,195, S ,8
06/05/2016,20.2,25.5,15,0,1013.4,318, NW ,10
05/05/2016,20.8,23.4,18.1,0,1006.6,49, NE ,14
04/05/2016,18.9,28.7,9.1,0,1005.5,117, SE ,11
03/05/2016,17.6,26.6,8.5,0,1001.5,326, NW ,10
02/05/2016,17.9,23.8,11.9,7.9,1007.6,345, N ,10
01/05/2016,24.3,31.5,17.1,0.2,1000.9,193, S ,10
30/06/2016,27,32.9,21.1,0,1002.8,35, NE ,6
29/06/2016,24.4,28.6,20.1,1.9,1004.1,108, E ,7
28/06/2016,20.4,22.5,18.2,2.3,1005.3,167, S ,4
27/06/2016,25.5,28.7,22.3,24.4,1003.7,121, SE ,9
26/06/2016,30.1,37.6,22.6,Ip,1003.9,184, S ,9
25/06/2016,31.2,37.8,24.6,0,1006.1,258, W ,8
24/06/2016,26.2,34.2,18.3,Ip,1005.8,352, N ,9
23/06/2016,27.7,30.8,24.6,0,1004,118, SE ,7
22/06/2016,28,33.3,22.7,0,1000.8,222, SW ,7
21/06/2016,29.2,34.5,24,0,1001.8,74, E ,8
20/06/2016,29,33.8,24.2,0.5,1001.7,201, S ,7
19/06/2016,28.6,35.8,21.3,1.3,1003.5,200, S ,9
18/06/2016,26.6,31.7,21.6,0,1005,205, SW ,8
17/06/2016,26.7,32,21.4,Ip,999.4,63, NE ,9
16/06/2016,26.6,35.1,18.1,0,995.9,225, SW ,9
15/06/2016,23.2,30.8,15.7,Ip,1001.4,45, NE ,7
14/06/2016,19.9,22.2,17.7,2,1000.3,55, NE ,8
13/06/2016,21.9,24.2,19.6,13.4,1001,52, NE ,8
12/06/2016,25.4,31,19.7,0.1,1004.7,144, SE ,8
11/06/2016,24.7,30.5,18.9,0,1007.6,65, NE ,10
10/06/2016,25.9,31.6,20.2,2.5,1003.8,37, NE ,9
09/06/2016,26.9,34,19.7,10.8,1004.1,224, SW ,12
08/06/2016,23.6,29.7,17.5,0,1007.5,161, S ,8
07/06/2016,21.8,25.8,17.8,Ip,1010.5,183, S ,7
06/06/2016,24.7,30.6,18.8,13.7,1009.7,164, S ,8
05/06/2016,24.8,30.3,19.2,0,1009.5,108, E ,6
04/06/2016,26.4,31,21.7,0,1007.3,151, SE ,8
03/06/2016,24.3,29.8,18.8,0,1005.5,191, S ,8
02/06/2016,24.1,32.1,16.2,0,1007.8,203, SW ,8
01/06/2016,23.6,29.3,17.8,0,1011.8,209, SW ,6
31/07/2016,26.1,28.8,23.4,Ip,1008.6,55, NE ,6
30/07/2016,29.1,31.5,26.6,0.1,1008,78, E ,5
29/07/2016,30.1,33.3,26.9,Ip,1005.6,104, E ,7
28/07/2016,27.6,32.8,22.5,0,1001.4,206, SW ,6
27/07/2016,29.6,34.4,24.8,7.4,1001.4,275, W ,9
26/07/2016,27.8,32.9,22.6,0,1003.1,207, SW ,7
25/07/2016,28.9,33.2,24.6,0,1002.1,74, E ,5
24/07/2016,29.6,33.7,25.4,12.7,1004,130, SE ,5
23/07/2016,30,33.7,26.3,Ip,1001.2,98, E ,7
22/07/2016,27.1,30.6,23.5,0,1000.6,208, SW ,6
21/07/2016,24.1,26.3,22,14.7,1000.8,43, NE ,5
20/07/2016,22.4,23.5,21.3,246.2,999.5,32, NE ,13
19/07/2016,24,24.8,23.2,50.2,1006.8,58, NE ,9
18/07/2016,26.6,29.3,23.8,2.5,1007.1,63, NE ,5
17/07/2016,27.2,31.3,23.1,0,1006.9,180, S ,5
16/07/2016,24.4,27.6,21.3,0,1004.1,25, NE ,5
15/07/2016,22.1,23.8,20.4,Ip,1003.1,48, NE ,7
14/07/2016,29.4,32.9,25.8,9.1,1006,274, W ,7
13/07/2016,29.7,36.5,22.9,0,1004.5,151, SE ,7
12/07/2016,27.4,29.6,25.3,0.5,1000.8,16, N ,7
11/07/2016,31.1,35.9,26.3,0,998.3,204, SW ,10
10/07/2016,30.7,35.9,25.5,0,1001.5,210, SW ,10
09/07/2016,30.1,35.1,25.2,0,1003.7,213, SW ,8
08/07/2016,28.4,33,23.8,0,1007,139, SE ,7
07/07/2016,28.4,33.4,23.3,0,1010.1,155, SE ,9
06/07/2016,27.9,33.6,22.2,0,1011.2,180, S ,8
05/07/2016,27.2,31.7,22.8,0,1010.6,199, S ,7
04/07/2016,27.6,31.7,23.6,0,1008.3,112, E ,7
03/07/2016,27.9,32.2,23.5,0.9,1005.9,133, SE ,6
02/07/2016,27.1,33.3,20.9,0,1005,188, S ,9
01/07/2016,27.4,31.3,23.6,0,1003.6,227, SW ,8
31/08/2016,26.1,34.1,18.1,0,995.4,328, NW ,9
30/08/2016,26.7,32.5,20.9,0,1002.5,34, NE ,6
29/08/2016,24.6,30.8,18.4,0,1011.2,170, S ,8
28/08/2016,25.2,32.6,17.8,0,1011.3,19, N ,6
27/08/2016,24.8,32.6,17,Ip,1012.2,331, NW ,9
26/08/2016,23.1,30.1,16,0,1015.3,184, S ,6
25/08/2016,26.6,29.3,24,0,1013.9,23, NE ,10
24/08/2016,27.3,29.9,24.7,Ip,1004.2,10, N ,5
23/08/2016,27.2,30.1,24.3,0.3,1005.6,90, E ,5
22/08/2016,28.3,32.6,24,0,1010.2,207, SW ,9
21/08/2016,28.4,33.3,23.5,0,1010.1,210, SW ,6
20/08/2016,27.4,31.5,23.2,0,1008.2,207, SW ,5
19/08/2016,27.8,32.8,22.7,0,1007,63, NE ,9
18/08/2016,24.6,26.4,22.8,15.7,1001.5,32, NE ,7
17/08/2016,25.8,27.8,23.7,2.3,1003.3,21, N ,5
16/08/2016,25.4,31.3,19.6,0,1004.5,211, SW ,8
15/08/2016,24.7,27.6,21.8,Ip,1007.7,289, W ,6
14/08/2016,27.9,32.7,23.2,5.4,1006.3,100, E ,5
13/08/2016,28.8,32.6,25,Ip,1005.4,348, N ,5
12/08/2016,29.1,33.4,24.7,50.2,1004.9,331, NW ,7
11/08/2016,30.6,34.2,26.9,Ip,1005.8,199, S ,9
10/08/2016,29.6,33.5,25.8,0,1006.2,204, SW ,9
09/08/2016,26.6,31.4,21.8,0,1007.5,173, S ,7
08/08/2016,27.9,32.1,23.6,0,1009.1,100, E ,7
07/08/2016,27.4,31.3,23.6,2.9,1008.7,52, NE ,6
06/08/2016,29.6,32.7,26.4,0,1005.1,207, SW ,9
05/08/2016,29.2,33,25.4,0,1008.3,167, S ,7
04/08/2016,29.8,33,26.5,0,1009.6,182, S ,6
03/08/2016,29.9,34.6,25.1,0,1009.3,160, S ,6
02/08/2016,29.1,33.2,25.1,0,1009.3,156, SE ,8
01/08/2016,28.8,31.7,25.9,0.1,1009,160, S ,5
30/09/2016,18.1,24.1,12.1,0,1014.7,227, SW ,5
29/09/2016,14.9,21.4,8.4,0,1017.9,157, SE ,6
28/09/2016,16.3,21,11.6,0,1024.2,26, NE ,5
27/09/2016,18.5,20.9,16.1,0,1024.1,17, N ,14
26/09/2016,19.9,21.6,18.3,1.5,1013.9,7, N ,5
25/09/2016,23.9,27.4,20.5,24.7,1014.2,73, E ,8
24/09/2016,22.5,27.2,17.8,0,1010.1,113, SE ,6
23/09/2016,21.9,26.7,17.2,3.7,1011.3,73, E ,6
22/09/2016,20.2,25.1,15.4,4.9,1013.8,60, NE ,5
21/09/2016,19.9,23.7,16.1,Ip,1018.3,57, NE ,3
20/09/2016,20,26.7,13.3,Ip,1019.6,176, S ,6
19/09/2016,20,25.3,14.7,0,1021.2,24, NE ,5
18/09/2016,20,22.1,17.9,Ip,1020.8,30, NE ,5
17/09/2016,22.1,23.4,20.9,10.2,1018.7,49, NE ,6
16/09/2016,25.9,30.4,21.3,Ip,1013.2,68, E ,6
15/09/2016,25.6,30.7,20.4,0,1013.4,192, S ,5
14/09/2016,24.4,29.5,19.4,Ip,1015.4,167, S ,8
13/09/2016,23.5,27.8,19.2,0,1017.4,191, S ,5
12/09/2016,22.1,27.1,17,0,1017.3,110, E ,5
11/09/2016,21.4,25,17.8,0,1015.2,72, E ,7
10/09/2016,24.6,30.3,18.9,3.5,1010.3,116, SE ,7
09/09/2016,24.8,31.4,18.1,0,1008.7,13, N ,7
08/09/2016,23.9,31.3,16.6,0,1006.8,214, SW ,6
07/09/2016,24.8,29.7,19.9,10.3,1006.3,174, S ,5
06/09/2016,26.1,31.6,20.6,0.2,1007.4,253, W ,8
05/09/2016,25.8,32,19.5,0,1009.6,315, NW ,7
04/09/2016,25.4,29.5,21.4,0,1009.8,161, S ,6
03/09/2016,24.7,30.2,19.2,Ip,1007.8,197, S ,7
02/09/2016,24.8,28.8,20.8,0,1003.9,12, N ,5
01/09/2016,23.6,26,21.3,0,997.8,48, NE ,6
31/10/2016,3.2,6.7,-0.2,0,1037.6,16, N ,9
30/10/2016,6.4,11.3,1.5,0,1030.2,12, N ,14
29/10/2016,6.5,12.7,0.3,0,1028.6,212, SW ,8
28/10/2016,9.3,12.9,5.8,0,1031.8,348, N ,9
27/10/2016,8.8,10.3,7.4,14.4,1026.7,19, N ,5
26/10/2016,13.4,17.2,9.7,0,1026.5,134, SE ,8
25/10/2016,11.8,18.1,5.5,0,1016,216, SW ,6
24/10/2016,9.8,11.9,7.7,0.1,1016,220, SW ,5
23/10/2016,11.1,15.9,6.3,0,1021.8,234, SW ,5
22/10/2016,12.1,14.3,9.8,0,1024.3,66, NE ,8
21/10/2016,11.2,12.4,9.9,7,1019.2,43, NE ,6
20/10/2016,13.7,16.8,10.6,4.3,1022.2,356, N ,6
19/10/2016,17.1,19.4,14.9,0,1017.4,124, SE ,6
18/10/2016,15.9,18.1,13.7,0,1018.7,120, SE ,5
17/10/2016,16.4,22.5,10.3,0,1021.2,105, E ,7
16/10/2016,17,19.9,14.1,0,1018.2,200, S ,6
15/10/2016,14,17.2,10.8,0.3,1021.8,168, S ,3
14/10/2016,17.4,22.5,12.3,0,1021.5,182, S ,4
13/10/2016,15.7,21.3,10,0,1019.3,107, E ,5
12/10/2016,15.3,18.6,12.1,0,1022.7,148, SE ,4
11/10/2016,13.3,18.2,8.4,Ip,1023.6,107, E ,8
10/10/2016,12.4,18.7,6.1,0,1017.8,88, E ,5
09/10/2016,11.3,17.6,5.1,0,1021.9,202, S ,4
08/10/2016,13.1,17.6,8.6,0,1023.5,350, N ,9
07/10/2016,13.5,15,12,7.6,1018.8,295, NW ,7
06/10/2016,16.1,18.4,13.9,30,1024.4,87, E ,10
05/10/2016,17.1,21.2,13,Ip,1020.4,135, SE ,7
04/10/2016,17.4,19.7,15.1,6.4,1015.5,65, NE ,6
03/10/2016,23.4,28.4,18.3,Ip,1012.5,87, E ,11
02/10/2016,19.8,25,14.5,Ip,1010.9,135, SE ,5
01/10/2016,19.1,24.3,13.9,0,1014.6,122, SE ,5
30/11/2016,4.5,9.9,-1,0,1025.9,302, NW ,5
29/11/2016,0.9,4.4,-2.5,0,1031.6,69, E ,6
28/11/2016,2,8.4,-4.4,0,1032.9,155, SE ,5
27/11/2016,3,7.5,-1.5,0,1030.9,24, NE ,10
26/11/2016,2.9,7.8,-2.1,0,1020.9,225, SW ,6
25/11/2016,0.2,5.3,-4.9,0,1024.4,170, S ,5
24/11/2016,-0.8,4.4,-6,0,1028,203, SW ,5
23/11/2016,-1.4,2.6,-5.3,0,1034.3,271, W ,7
22/11/2016,-3.4,-0.2,-6.6,0,1039,350, N ,12
21/11/2016,-1.4,0,-2.9,0.4,1035.4,4, N ,22
20/11/2016,4.3,6.2,2.5,6.6,1025.7,63, NE ,12
19/11/2016,10.8,16.5,5.1,Ip,1021.4,66, NE ,9
18/11/2016,7.5,8.8,6.1,0.2,1014,63, NE ,4
17/11/2016,5.2,6.6,3.7,0,1021.6,90, E ,5
16/11/2016,7,11.7,2.2,0,1022.2,55, NE ,5
15/11/2016,4.7,10.9,-1.5,0,1024.1,107, E ,5
14/11/2016,9.2,13.5,4.9,0,1025.1,359, N ,11
13/11/2016,8.8,11,6.7,0,1016.9,64, NE ,4
12/11/2016,6.9,13.2,0.6,0,1020.5,133, SE ,6
11/11/2016,5,9.1,1,0,1015.7,67, NE ,5
10/11/2016,7.2,10,4.4,0.6,1014.2,217, SW ,5
09/11/2016,4,7.7,0.2,0,1025.3,109, E ,5
08/11/2016,5.2,11.7,-1.4,0,1033.9,207, SW ,6
07/11/2016,8.8,12.6,5,0,1032.1,8, N ,10
06/11/2016,7.5,9.8,5.2,0.4,1026.9,227, SW ,5
05/11/2016,10.8,15.9,5.8,0,1020.5,179, S ,5
04/11/2016,6.7,10.9,2.4,0,1008.5,91, E ,5
03/11/2016,5.7,10.8,0.5,0,1015.8,103, E ,3
02/11/2016,5.8,12.4,-0.9,0,1024.4,220, SW ,5
01/11/2016,2.1,8.2,-4,0,1032,220, SW ,5
31/12/2016,-2.4,2.4,-7.1,Ip,1027.2,217, SW ,5
30/12/2016,-3.5,1.3,-8.2,0,1028.8,213, SW ,4
29/12/2016,-2.6,1.9,-7.1,0,1034,216, SW ,6
28/12/2016,-1.6,2.1,-5.3,0,1034.8,354, N ,11
27/12/2016,-1.5,3.4,-6.4,0,1033.9,266, W ,9
26/12/2016,1.4,4.3,-1.6,0,1033,61, NE ,7
25/12/2016,-0.8,2.1,-3.7,0,1029.2,31, NE ,6
24/12/2016,-0.5,4.4,-5.3,0,1030.5,104, E ,6
23/12/2016,-0.2,4.4,-4.8,0,1031.2,155, SE ,7
22/12/2016,2.1,6,-1.8,0,1025.7,9, N ,14
21/12/2016,1.2,4.1,-1.6,0,1024.9,262, W ,4
20/12/2016,-1.9,0.5,-4.4,0,1029.5,189, S ,5
19/12/2016,1.9,8.5,-4.7,0,1026.4,212, SW ,5
18/12/2016,1.4,7.3,-4.4,0,1024.5,335, NW ,3
17/12/2016,0.3,5.3,-4.6,0,1023.4,84, E ,5
16/12/2016,0.4,6.4,-5.6,0,1024.3,114, SE ,5
15/12/2016,-0.6,5.3,-6.4,0,1033.2,341, N ,9
14/12/2016,-0.9,3.1,-4.9,0,1032.2,189, S ,8
13/12/2016,0.7,3.3,-1.9,0,1033,23, NE ,9
12/12/2016,3.8,6.5,1,0,1027.1,47, NE ,6
11/12/2016,-0.5,4.1,-5,0,1023.7,52, NE ,5
10/12/2016,0.1,6.3,-6.1,0,1029.4,190, S ,3
09/12/2016,2,4.7,-0.6,0,1029.6,288, W ,4
08/12/2016,4.2,9.1,-0.7,0,1021.3,10, N ,14
07/12/2016,3,8.3,-2.4,0,1022.2,186, S ,7
06/12/2016,0.5,6.3,-5.4,0,1021.6,112, E ,5
05/12/2016,3,6.6,-0.5,0,1029.8,313, NW ,10
04/12/2016,4.1,10.6,-2.4,0,1018.8,56, NE ,5
03/12/2016,2.8,7.9,-2.3,0,1019.2,74, E ,5
02/12/2016,3.8,10.1,-2.5,0,1027.3,111, E ,4
01/12/2016,5.3,10.3,0.4,0,1033.1,255, W ,5
31/01/2017,-0.3,4.8,-5.5,0,1031,280, W ,7
30/01/2017,-2.9,1.8,-7.5,0,1034.9,217, SW ,7
29/01/2017,-1.2,1.4,-3.9,0,1034,354, N ,15
28/01/2017,-1.1,2,-4.3,0,1022.1,48, NE ,7
27/01/2017,-0.9,4.3,-6.1,0,1027.6,210, SW ,10
26/01/2017,2.2,9.5,-5,0,1027.4,17, N ,9
25/01/2017,-2.2,3,-7.5,0,1028.7,69, E ,5
24/01/2017,-3.9,2.3,-10.1,0,1036.2,146, SE ,5
23/01/2017,-4.9,0.3,-10.1,0,1036.2,66, NE ,5
22/01/2017,-4.3,0.6,-9.2,0,1035.8,66, NE ,6
21/01/2017,-4.7,0.1,-9.4,0,1033.3,356, N ,12
20/01/2017,-4.3,-0.2,-8.4,0,1031.6,244, SW ,5
19/01/2017,-3.2,-0.6,-5.9,0,1033.1,354, N ,17
18/01/2017,-2,1.8,-5.8,Ip,1031.6,126, SE ,7
17/01/2017,0.1,2.1,-1.9,0,1031.9,18, N ,5
16/01/2017,-2.1,0.2,-4.4,0,1032.1,87, E ,5
15/01/2017,-2.9,-0.6,-5.1,0,1032.3,132, SE ,6
14/01/2017,-1.7,3,-6.4,0,1034.7,132, SE ,7
13/01/2017,0,3.5,-3.5,0,1028.1,10, N ,11
12/01/2017,1.4,5.6,-2.7,0,1021.1,280, W ,8
11/01/2017,0.2,6.7,-6.3,0,1024.1,340, N ,6
10/01/2017,1.6,4.7,-1.6,0,1029.5,270, W ,9
09/01/2017,1.4,4.2,-1.5,0,1026.5,312, NW ,12
08/01/2017,2.5,6.4,-1.4,0,1023.7,317, NW ,12
07/01/2017,2.6,4,1.3,0.2,1024.1,52, NE ,6
06/01/2017,0.5,5.5,-4.6,0,1026,0, N ,4
05/01/2017,0.4,3.6,-2.8,0,1030.6,70, E ,5
04/01/2017,-0.7,4,-5.3,0,1027.7,71, E ,5
03/01/2017,-0.8,4.1,-5.7,Ip,1023.7,196, S ,5
02/01/2017,-1.9,4.1,-8,0,1025.6,201, S ,6
01/01/2017,-3.6,-1.5,-5.8,Ip,1025.4,189, S ,5
28/02/2017,9.8,15.7,4,0,1018.9,8, N ,10
27/02/2017,7.7,16.1,-0.8,0,1020.3,122, SE ,7
26/02/2017,6.3,13.3,-0.7,0,1024.4,147, SE ,6
25/02/2017,6.8,13.5,0.2,0,1023.2,23, NE ,6
24/02/2017,3.6,11.4,-4.2,0,1024.9,310, NW ,7
23/02/2017,1.8,8.1,-4.6,0,1027.8,257, W ,8
22/02/2017,0.6,5.8,-4.6,0,1025.6,313, NW ,9
21/02/2017,-0.2,2.2,-2.7,5.4,1028.2,207, SW ,8
20/02/2017,1.4,5.1,-2.3,0,1033.3,290, W ,9
19/02/2017,6.8,14.2,-0.6,0,1015.3,12, N ,18
18/02/2017,3.2,10.2,-3.7,0,1017.6,112, E ,7
17/02/2017,2.6,6.2,-1,0,1029.1,253, W ,9
16/02/2017,5.5,9.3,1.6,0,1024.3,26, NE ,18
15/02/2017,2.6,8.7,-3.4,0,1016.9,61, NE ,5
14/02/2017,0.6,5,-3.8,0,1030.7,61, NE ,5
13/02/2017,4.5,12.2,-3.1,0,1033.5,70, E ,6
12/02/2017,2.9,10.4,-4.6,0,1027.4,81, E ,6
11/02/2017,0.8,9.1,-7.4,0,1027.9,111, E ,5
10/02/2017,1.2,5.5,-3,0,1029.8,327, NW ,10
09/02/2017,-0.5,2.8,-3.7,0,1028.6,337, NW ,17
08/02/2017,0.1,3.8,-3.5,0,1031.3,352, N ,16
07/02/2017,0.7,3.2,-1.9,Ip,1030.9,30, NE ,5
06/02/2017,1.4,4.8,-1.9,0,1033,195, S ,8
05/02/2017,3.9,9.2,-1.5,0,1024.9,17, N ,9
04/02/2017,3.1,7.7,-1.5,0,1019,292, W ,6
03/02/2017,0,6.4,-6.4,0,1021.9,162, S ,3
02/02/2017,-2.2,5.6,-10,0,1028.4,102, E ,5
01/02/2017,0.2,4.5,-4.1,0,1036.7,222, SW ,7
31/03/2017,12.7,18.8,6.6,0,1022.4,316, NW ,10
30/03/2017,12.6,15.9,9.2,0,1025.7,112, E ,6
29/03/2017,12.4,19.6,5.2,0,1018.9,213, SW ,8
28/03/2017,10.2,16.5,3.8,0,1020.4,220, SW ,10
27/03/2017,10.3,15.3,5.3,952.8,1021.8,250, W ,8
26/03/2017,10.8,14.4,7.3,0,1021.2,325, NW ,11
25/03/2017,7.3,13.9,0.7,Ip,1020.8,334, NW ,11
24/03/2017,2.9,4.3,1.5,2.2,1022.6,68, E ,5
23/03/2017,6.7,8.1,5.3,7.4,1025.1,80, E ,8
22/03/2017,8.8,13.9,3.7,2.6,1020.5,183, S ,7
21/03/2017,9.3,14.2,4.4,0,1022.9,223, SW ,8
20/03/2017,10.4,13.1,7.8,0.3,1024.3,79, E ,9
19/03/2017,11.9,18.3,5.6,0,1022.8,89, E ,7
18/03/2017,11.6,19.1,4,0,1024.8,111, E ,9
17/03/2017,11.3,15.6,7,0,1020.1,181, S ,5
16/03/2017,9.2,16.3,2,0,1019,203, SW ,9
15/03/2017,8.5,15.5,1.5,0,1022.1,175, S ,9
14/03/2017,8.9,17.3,0.5,0,1026.1,66, NE ,10
13/03/2017,8.7,15.5,1.8,0,1026.2,335, NW ,7
12/03/2017,9.7,13.5,5.9,0,1027.7,17, N ,10
11/03/2017,13.2,19.9,6.6,0,1020,354, N ,11
10/03/2017,9.7,19.3,0.1,0,1016.3,187, S ,5
09/03/2017,8.3,17.5,-0.8,0,1014.5,290, W ,7
08/03/2017,5.6,13.4,-2.2,0,1016.8,332, NW ,9
07/03/2017,4.1,8.5,-0.3,0,1022.7,339, N ,11
06/03/2017,4.5,9.9,-1,0,1021.7,9, N ,14
05/03/2017,7.7,11.2,4.2,0,1023.1,335, NW ,11
04/03/2017,5.3,12.4,-1.8,0,1018.5,39, NE ,8
03/03/2017,7.2,14.4,0,0,1015.8,90, E ,10
02/03/2017,2.5,15.1,-10,0,1015.6,228, SW ,9
01/03/2017,5.5,8.7,2.3,0,1025.5,336, NW ,14
30/04/2017,22.4,28.9,16,0,1011.9,184, S ,9
29/04/2017,23.6,33.5,13.6,0,1002,244, SW ,9
28/04/2017,21.4,30.6,12.2,0,1004.8,277, W ,6
27/04/2017,18,28.8,7.2,0,1010.7,294, NW ,10
26/04/2017,15.7,23.5,7.8,0,1020.5,330, NW ,10
25/04/2017,17.1,20.4,13.7,0,1022.1,312, NW ,9
24/04/2017,16.9,23.3,10.4,0,1015.1,18, N ,14
23/04/2017,19.8,24.1,15.5,0,1009.4,116, SE ,9
22/04/2017,17.9,26.4,9.5,0,1007.2,226, SW ,16
21/04/2017,17.7,22.5,12.9,0,1014.2,278, W ,9
20/04/2017,14.4,23.3,5.6,0,1010.8,12, N ,8
19/04/2017,14.4,16.1,12.7,Ip,1009.5,217, SW ,6
18/04/2017,18.8,22.7,14.8,0,1005.1,21, N ,11
17/04/2017,18.2,25.6,10.8,0,998.8,297, NW ,12
16/04/2017,19.6,25.2,13.9,0,1007.5,78, E ,7
15/04/2017,20.7,31.1,10.3,0,1008.4,309, NW ,7
14/04/2017,17.9,27.8,7.9,0,1004.8,306, NW ,7
13/04/2017,12.4,19.1,5.7,0,1007.2,221, SW ,5
12/04/2017,16,26,6,0,1013.2,43, NE ,9
11/04/2017,14.8,21.6,7.9,0,1016,5, N ,12
10/04/2017,15.3,19.8,10.9,0,1010.6,229, SW ,9
09/04/2017,12.9,18.7,7.1,0,1018.7,205, SW ,9
08/04/2017,15.8,18.3,13.4,Ip,1020.1,176, S ,9
07/04/2017,8.6,17.2,0,0,1013.4,138, SE ,5
06/04/2017,17.1,24.9,9.2,0,1012.4,150, SE ,6
05/04/2017,16.3,20,12.6,0,1011.7,171, S ,9
04/04/2017,16.6,19.9,13.2,Ip,1014.5,223, SW ,7
03/04/2017,16.6,25.5,7.7,0,1016.6,188, S ,8
02/04/2017,14.4,23.1,5.8,0,1017.7,181, S ,6
01/04/2017,13.2,22.2,4.3,0,1016.7,79, E ,8
31/05/2017,25,33.5,16.5,Ip,998.7,228, SW ,9
30/05/2017,22.7,27.3,18.1,0.1,1005,233, SW ,6
29/05/2017,23.8,25.7,21.8,1,1010.9,90, E ,9
28/05/2017,27.9,35.4,20.3,0,1007.2,78, E ,10
27/05/2017,24.4,30.7,18,0,1003.9,103, E ,9
26/05/2017,21.9,29,14.7,0,1008,154, SE ,7
25/05/2017,23.1,29.1,17,0,1012.2,166, S ,12
24/05/2017,23.6,33.7,13.6,0,1007.6,247, SW ,10
23/05/2017,21.3,29.4,13.2,0,1012.4,214, SW ,7
22/05/2017,18.4,20.6,16.1,29.3,1014.2,35, NE ,6
21/05/2017,24.3,28.8,19.8,Ip,1010.1,116, SE ,10
20/05/2017,27.9,35.1,20.7,0.7,1009,153, SE ,11
19/05/2017,29.7,36.8,22.6,0,1007.3,211, SW ,9
18/05/2017,27.2,34.7,19.7,0,1006.1,218, SW ,8
17/05/2017,24.9,32.1,17.6,0,1005.5,158, S ,6
16/05/2017,23.7,31.1,16.3,0,1004.5,199, S ,9
15/05/2017,21.8,27.9,15.7,0,1012.6,191, S ,7
14/05/2017,22.6,27.9,17.4,0,1014,54, NE ,9
13/05/2017,21.2,28.1,14.3,0,1010.3,328, NW ,14
12/05/2017,21.2,29.1,13.4,0,1002.3,312, NW ,14
11/05/2017,21.6,30.1,13,0,1007.9,359, N ,14
10/05/2017,23.3,31.6,15,0,1005.2,278, W ,8
09/05/2017,22.4,28.3,16.6,0,1007.2,171, S ,9
08/05/2017,22.8,30.8,14.7,0,1006.4,196, S ,8
07/05/2017,21.9,30.9,13,0,1010.7,222, SW ,9
06/05/2017,20.2,28.9,11.5,0,1013.2,343, N ,9
05/05/2017,17.7,20,15.4,0,1015,275, W ,13
04/05/2017,20.4,24.8,15.9,0,1013.4,243, SW ,10
03/05/2017,22,26.3,17.7,0.2,1015,208, SW ,9
02/05/2017,21.4,29.3,13.5,0,1014.8,145, SE ,7
01/05/2017,19.2,26.7,11.8,0,1015.7,107, E ,6
30/06/2017,29.8,35.3,24.2,0,1002,197, S ,7
29/06/2017,28.6,32.8,24.3,Ip,1005.1,209, SW ,6
28/06/2017,28.9,34.4,23.4,Ip,1005.4,111, E ,6
27/06/2017,29,35.1,22.9,0,1005.4,111, E ,8
26/06/2017,26.9,34.1,19.8,0,1005.6,175, S ,6
