Date,Ave.T,Max.T,Min.T,Prec,S.L.Press,Wind.dir,dir,Wind.sp
30/05/2020,26.8,34.7,18.9,6.1,1008.3,152,SE,12
29/05/2020,25.8,34.8,16.7,0,1005.4,138,SE,15
28/05/2020,25.8,34.8,16.7,0,1004.1,109,E,13
27/05/2020,22.7,30.5,14.9,0,1007.2,29,NE,8
26/05/2020,22.9,30.8,14.9,0,1009.9,297,NW,10
25/05/2020,24.1,30.8,17.3,3.5,1009,292,W,8
24/05/2020,23.7,30.1,17.3,0,1011.2,274,W,10
23/05/2020,24.2,32.7,15.7,0,1008.4,48,NE,9
22/05/2020,24.2,32.7,15.7,0,1003.1,169,S,15
21/05/2020,23.5,31.8,15.2,0.6,1003.4,25,NE,6
20/05/2020,22.9,31.8,14.1,0,1004.9,84,E,9
19/05/2020,21.2,29.1,13.4,0,1005.4,215,SW,9
18/05/2020,19.4,25.3,13.4,0,1005.6,52,NE,11
17/05/2020,20.9,27,14.7,Tr,1003.2,355,N,10
16/05/2020,22.2,27.4,17.1,0.9,1001.4,344,N,6
15/05/2020,23.1,29.1,17.1,0.4,1003.3,3,N,9
14/05/2020,21.7,29.1,14.3,0,1002.8,152,SE,7
13/05/2020,21.1,28,14.3,0,1006.1,152,SE,8
12/05/2020,22.8,29.4,16.1,0,1010.1,170,S,13
11/05/2020,22.2,29.4,15.1,0,1007.4,280,W,19
10/05/2020,19.8,27.8,11.7,Tr,1010.8,346,N,8
09/05/2020,16.8,21.9,11.7,0.1,1009.5,181,S,7
08/05/2020,15.4,16.3,14.5,0.3,1011.3,43,NE,8
07/05/2020,19.4,25,13.7,36.3,1010.9,347,N,8
06/05/2020,18.4,25,11.7,0.2,1012.1,42,NE,9
05/05/2020,17.8,23.9,11.7,0,1010.9,156,SE,8
04/05/2020,21.1,29.8,12.5,5.5,1016.3,306,NW,6
03/05/2020,25,31.1,18.9,0.8,1005.7,38,NE,13
02/05/2020,25.1,33.1,17.1,0,999.6,165,S,8
01/05/2020,25.4,34.2,16.6,0,1000.8,152,SE,12
30/06/2020,24.9,29.1,20.7,0,1004.3,238,SW,5
29/06/2020,25.6,30.4,20.7,17.5,1000.7,242,SW,7
28/06/2020,27.9,34.3,21.6,82.3,1003.9,358,N,8
27/06/2020,28.2,34.3,22.1,0,1003.9,81,E,7
26/06/2020,25.4,31,19.7,0,1003.3,61,NE,6
25/06/2020,26.8,33.9,19.7,0,1000.7,147,SE,12
24/06/2020,26.9,33.9,20,22.1,1001.4,151,SE,12
23/06/2020,28.4,33.1,23.8,0,1002.6,163,S,8
22/06/2020,28.8,35,22.5,Tr,1003.1,142,SE,10
21/06/2020,27.8,35,20.6,0,1002.2,151,SE,14
20/06/2020,27.1,34.5,19.7,0,1003.1,137,SE,11
19/06/2020,25.8,32.1,19.4,0,1005.8,132,SE,12
18/06/2020,25.4,31.4,19.4,0,1004.9,163,S,14
17/06/2020,25.3,29.8,20.8,0,1003.6,157,SE,11
16/06/2020,28.1,33.3,22.9,0,1004.8,151,SE,11
15/06/2020,28.8,34.2,23.3,0,1006,42,NE,8
14/06/2020,28.2,35.8,20.7,0,1008.2,72,E,10
13/06/2020,28.2,35.8,20.7,0,1002.1,171,S,10
12/06/2020,27.7,32.6,22.8,0,1001.6,153,SE,8
11/06/2020,28.5,35.3,21.7,0,1003.4,10,N,9
10/06/2020,28.5,35.3,21.7,0,1004.8,65,NE,9
09/06/2020,28.9,35,22.7,0,1008.2,338,N,7
08/06/2020,30.5,38.3,22.7,0,1006.6,190,S,13
07/06/2020,29.2,38.3,20.1,0,1003.8,158,S,14
06/06/2020,25.9,32.4,19.3,0,1006.1,78,E,8
05/06/2020,25.9,32.4,19.3,Tr,1006.9,23,NE,11
04/06/2020,31.4,38.1,24.6,0,1003.7,32,NE,12
03/06/2020,27.7,38.1,17.3,0,997.1,138,SE,10
02/06/2020,26.6,35.9,17.3,0,999.4,137,SE,12
01/06/2020,24.1,31.1,17.1,1.4,1002.9,141,SE,12
31/07/2020,28.9,33.2,24.5,0,1005.6,130,SE,7
30/07/2020,28.3,32.8,23.8,0,1007.6,168,S,8
29/07/2020,26.2,31.8,20.6,0,1008.3,133,SE,6
28/07/2020,25.6,30.6,20.6,0.1,1006.5,132,SE,6
27/07/2020,25.3,28.8,21.8,12.6,1005.7,13,N,6
26/07/2020,25.5,29.5,21.5,0,1004.3,149,SE,8
25/07/2020,27.9,33.5,22.3,0.2,1005.5,206,SW,8
24/07/2020,27.9,33.5,22.2,0,1007,184,S,6
23/07/2020,27.4,32.5,22.2,0,1008.3,331,NW,6
22/07/2020,27.6,31.6,23.5,12.1,1005.9,329,NW,6
21/07/2020,28.3,35.6,21,0,1007.2,144,SE,8
20/07/2020,28.3,35.6,21,0,1004.7,162,S,9
19/07/2020,26.6,31.4,21.9,0,1003.2,309,NW,6
18/07/2020,24.8,27.7,21.9,0,1003.5,329,NW,5
17/07/2020,27.6,32,23.2,Tr,1002.6,354,N,7
16/07/2020,27.3,32,22.6,1.2,1002.4,139,SE,8
15/07/2020,26.9,31.3,22.6,0,1003.9,193,S,4
14/07/2020,25.5,30.5,20.5,0.2,1005.5,184,S,8
13/07/2020,25.5,30.5,20.5,0,1006.8,103,E,5
12/07/2020,22.9,24.9,21,8.8,1007.1,344,N,7
11/07/2020,22.4,24.9,20,7.9,1006.8,348,N,5
10/07/2020,22.7,25.5,19.9,0,1004.7,318,NW,4
09/07/2020,26.2,30.8,21.7,0.1,1002.5,359,N,6
08/07/2020,27.5,33.2,21.8,3.6,1003.2,20,N,6
07/07/2020,27.6,33.4,21.7,34.5,1005.7,33,NE,8
06/07/2020,27.8,33.8,21.7,0,999.2,352,N,6
05/07/2020,27.4,33.8,21,0.2,996.8,58,NE,7
04/07/2020,24.2,28.3,20.1,0,1002.2,146,SE,7
03/07/2020,23.1,26.2,20,0.7,1008.7,331,NW,7
02/07/2020,26.4,33.3,19.6,46.7,1006.8,331,NW,10
01/07/2020,26.4,33.3,19.6,0,1003.3,145,SE,10
31/08/2020,27.8,32.2,23.3,0,1010.5,320,NW,7
30/08/2020,28.1,32.4,23.7,0,1009.3,145,SE,7
29/08/2020,27.1,32.4,21.8,0,1008.4,161,S,7
28/08/2020,26.6,32.1,21,0,1005.4,338,N,8
27/08/2020,26.8,32.6,21,0,1000.6,124,SE,7
26/08/2020,28.9,35.3,22.6,0.1,1002.9,4,N,7
25/08/2020,28.9,35.3,22.4,0,1003,129,SE,6
24/08/2020,27.6,33.4,21.8,0,1000.7,29,NE,8
23/08/2020,24.1,29.7,18.6,4.2,1000.6,137,SE,8
22/08/2020,23.1,27.6,18.6,0,1010.1,205,SW,6
21/08/2020,23.3,27.6,19,0,1015.8,173,S,6
20/08/2020,24.1,27.1,21,0,1016.7,48,NE,6
19/08/2020,26.4,31.7,21.2,0.5,1012.6,345,N,5
18/08/2020,26.6,31.7,21.4,2.5,1007.4,337,NW,4
17/08/2020,23.9,27.1,20.8,0,1007.6,60,NE,5
16/08/2020,22.7,24.6,20.8,38.1,1008.5,293,NW,3
15/08/2020,27.9,34.9,21,11.6,1005.3,108,E,6
14/08/2020,29.4,34.9,24,1.7,1001.4,192,S,11
13/08/2020,28.6,33.5,23.8,0.5,999.6,188,S,8
12/08/2020,27.6,31.5,23.8,11.3,1003.5,329,NW,5
11/08/2020,27.3,32.4,22.2,Tr,1005.2,167,S,8
10/08/2020,27.3,32.4,22.2,0,1000.6,11,N,5
09/08/2020,27.5,32.2,22.8,5.9,997.3,149,SE,8
08/08/2020,26.5,30.4,22.6,0.1,998.9,79,E,5
07/08/2020,25.1,29.3,20.9,5.3,1003.2,328,NW,7
06/08/2020,22.1,23.4,20.9,33.8,1006.2,336,NW,6
05/08/2020,27.6,33.9,21.2,73.7,1007.5,293,NW,7
04/08/2020,31,36.3,25.7,2.1,1003.8,180,S,7
03/08/2020,29.3,36.3,22.3,0,1000.5,351,N,6
02/08/2020,27.3,33,21.6,0,999.7,118,SE,9
01/08/2020,27.8,33.2,22.3,39.1,1003.6,348,N,9
30/09/2020,15.3,17.3,13.4,0,1014.9,269,W,4
29/09/2020,19.8,26.1,13.4,11.6,1017.3,316,NW,10
28/09/2020,21.2,26.1,16.4,0.1,1013.3,123,SE,5
27/09/2020,20.9,26.1,15.6,0,1016.6,173,S,6
26/09/2020,20.6,25.6,15.6,0,1018.2,340,N,6
25/09/2020,20.4,25,15.8,0,1017.3,109,E,4
24/09/2020,20,24.1,15.9,0,1016.2,231,SW,5
23/09/2020,21.1,25.8,16.5,5.6,1017.6,344,N,6
22/09/2020,22.5,27.4,17.6,10.4,1017.6,1,N,7
21/09/2020,22.5,27.4,17.6,0,1016.2,58,NE,8
20/09/2020,23.2,30.4,16,0,1017.9,4,N,8
19/09/2020,22.4,30.5,14.2,0,1014.8,349,N,10
18/09/2020,22.4,30.5,14.2,0,1014.2,332,NW,7
17/09/2020,22.1,28.6,15.7,0,1013.6,323,NW,7
16/09/2020,22.9,28.6,17.1,0,1011.3,332,NW,7
15/09/2020,22.8,26.8,18.8,0.2,1007.1,121,SE,6
14/09/2020,23.5,27.8,19.2,21.1,1012.8,9,N,5
13/09/2020,23.5,27.8,19.2,0.1,1016.6,131,SE,6
12/09/2020,24.6,29,20.2,0,1019.8,2,N,7
11/09/2020,26,31.8,20.2,0,1015.7,22,N,8
10/09/2020,26.9,32.6,21.1,0,1010.2,352,N,9
09/09/2020,26.9,32.6,21.3,0,1009.2,354,N,7
08/09/2020,27.8,34.3,21.3,0,1010.8,357,N,7
07/09/2020,28.1,34.3,21.8,0,1006.8,41,NE,4
06/09/2020,27.6,34.8,20.4,0,1007.4,272,W,5
05/09/2020,26.8,34.8,18.7,0,1006.3,293,NW,8
04/09/2020,24.8,31.4,18.2,0,1005.9,268,W,9
03/09/2020,24.4,30.5,18.2,0,1008.2,345,N,8
02/09/2020,27,35,19,0,1009.9,338,N,7
01/09/2020,27,35,19,Tr,1008.7,283,W,7
31/10/2020,14.4,23.4,5.4,0,1019.3,312,NW,8
30/10/2020,12,18.6,5.4,0,1024.7,113,SE,6
29/10/2020,12.6,18.9,6.2,Tr,1027.3,179,S,5
28/10/2020,12.6,18.9,6.2,0,1027.8,40,NE,4
27/10/2020,16.1,23,9.1,0,1027.4,35,NE,4
26/10/2020,16.1,23,9.1,0,1019.8,229,SW,6
25/10/2020,12.3,21.3,3.3,0,1017.6,220,SW,4
24/10/2020,11.1,18.9,3.3,0,1020.6,135,SE,6
23/10/2020,11.1,18.7,3.4,0,1024.5,198,S,6
22/10/2020,13.2,19.5,6.9,0,1023.3,6,N,8
21/10/2020,14.7,20.3,9,0,1019.4,17,N,8
20/10/2020,15.7,22.4,9,0,1018.7,99,E,8
19/10/2020,16.1,24.5,7.7,0,1023.7,151,SE,5
18/10/2020,16.1,24.5,7.7,0,1022.7,88,E,6
17/10/2020,15.9,24.1,7.8,0,1022.3,121,SE,8
16/10/2020,14.9,21.5,8.4,0,1025.9,347,N,4
15/10/2020,14.4,20.4,8.4,0,1024.1,136,SE,7
14/10/2020,17.1,24.3,9.8,0,1027.7,115,SE,6
13/10/2020,16.5,24.3,8.7,0,1023.5,64,NE,8
12/10/2020,15.5,22.3,8.7,0,1020.7,160,S,11
11/10/2020,17.1,22.3,11.9,0,1018.9,85,E,6
10/10/2020,17.5,23.1,11.9,0,1018.3,101,E,5
09/10/2020,16.6,23.1,10.2,0,1021.4,103,E,5
08/10/2020,16.7,23.2,10.2,0,1026.2,331,NW,3
07/10/2020,15.3,23.2,7.5,0,1025.2,76,E,6
06/10/2020,13.7,20.1,7.3,0,1023.3,152,SE,6
05/10/2020,13.7,20.1,7.3,0,1024,103,E,7
04/10/2020,16.7,24.5,8.9,0,1024.2,347,N,8
03/10/2020,17.2,24.5,9.9,0,1016.6,114,SE,11
02/10/2020,17,22.6,11.4,0,1017.2,190,S,5
01/10/2020,18.6,22.6,14.5,Tr,1011.3,257,W,5
30/11/2020,2,6.9,-2.8,0,1039.2,303,NW,6
29/11/2020,2.5,6.9,-2,0,1035.2,8,N,6
28/11/2020,3,7.4,-1.4,0,1034.9,208,SW,6
27/11/2020,3.4,7.4,-0.7,0,1037.9,23,NE,5
26/11/2020,3.5,6.8,0.2,0,1034.3,344,N,7
25/11/2020,3.4,8.3,-1.5,0,1031.1,352,N,5
24/11/2020,3.2,8.3,-1.9,0,1028.7,106,E,7
23/11/2020,2.9,7.6,-1.9,0,1032.4,192,S,5
22/11/2020,4.6,7.6,1.6,0,1035.4,19,N,4
21/11/2020,4.5,7.3,1.6,0.2,1029.7,308,NW,5
20/11/2020,8.6,14.5,2.7,2.4,1027.7,187,S,8
19/11/2020,12.1,15.9,8.3,0,1019.2,344,N,9
18/11/2020,12.8,15.9,9.7,3.6,1008,297,NW,8
17/11/2020,11.1,12.5,9.7,24.4,1015.9,338,N,7
16/11/2020,11.2,15.6,6.8,0,1023.6,340,N,8
15/11/2020,11.2,15.6,6.8,0,1025.7,6,N,5
14/11/2020,11.4,16.7,6.1,0,1026.2,339,N,5
13/11/2020,12.6,19.2,5.9,0,1031.1,357,N,5
12/11/2020,11.8,19.2,4.4,0,1028.4,4,N,5
11/11/2020,10.6,16.8,4.4,0,1025.8,45,NE,6
10/11/2020,10.3,18.1,2.5,0,1027.8,327,NW,5
09/11/2020,10.3,18.1,2.5,0,1026.6,39,NE,6
08/11/2020,13.8,21.8,5.7,0,1030,160,S,8
07/11/2020,14.4,21.8,7.1,0,1024.7,358,N,8
06/11/2020,14.4,21.8,7.1,0,1019,310,NW,8
05/11/2020,10.5,16.4,4.6,0,1019.7,198,S,5
04/11/2020,10.2,16.7,3.6,0,1020,212,SW,7
03/11/2020,10.7,17.7,3.6,0,1026.1,51,NE,7
02/11/2020,14.7,21.2,8.2,0,1027.1,17,N,9
01/11/2020,16.6,23.4,9.7,0,1022.4,8,N,9
31/12/2020,-2.6,4.1,-9.4,0,1029.7,258,W,15
30/12/2020,-5.2,-1,-9.4,0,1038,296,NW,17
29/12/2020,-3.5,1.4,-8.4,0,1040.8,274,W,9
28/12/2020,1.1,6.7,-4.5,0.1,1029.9,339,N,8
27/12/2020,1.2,6.9,-4.5,0,1021.3,323,NW,6
26/12/2020,4.2,9.4,-0.9,0,1019.6,347,N,8
25/12/2020,3.1,9.4,-3.1,0,1022,347,N,9
24/12/2020,5,10.8,-0.9,0,1024.6,239,SW,10
23/12/2020,2.8,10.8,-5.3,0,1023,271,W,11
22/12/2020,1.8,8.9,-5.3,0,1021.6,178,S,7
21/12/2020,2,8.4,-4.3,0,1026.7,147,SE,7
20/12/2020,0.4,7.3,-6.5,0,1033.5,302,NW,5
19/12/2020,-1.1,4.3,-6.5,0,1035.7,176,S,6
18/12/2020,-0.2,7.2,-7.6,0,1038.2,104,E,7
17/12/2020,-0.2,7.2,-7.7,0,1031.4,72,E,6
16/12/2020,-1.9,4,-7.7,0,1034.9,192,S,6
15/12/2020,-2.9,2.6,-8.4,0,1035.3,11,N,6
14/12/2020,-3.4,1.6,-8.4,0,1035.2,346,N,8
13/12/2020,-0.7,4.5,-5.8,0,1035.6,334,NW,12
12/12/2020,2.2,10.2,-5.8,0,1021.6,198,S,12
11/12/2020,3.4,10.2,-3.4,0,1021.5,335,NW,8
10/12/2020,3.3,10,-3.4,0,1022.5,281,W,8
09/12/2020,0.7,7.2,-5.8,0,1023.7,271,W,6
08/12/2020,-1.2,3.3,-5.8,0,1028.6,16,N,5
07/12/2020,2.6,7.4,-2.2,0,1035.8,165,S,7
06/12/2020,1.5,7.4,-4.4,0,1030.6,122,SE,5
05/12/2020,0.6,5.5,-4.4,0,1028.9,114,SE,6
04/12/2020,1.1,5.5,-3.3,0,1033.2,357,N,8
03/12/2020,1.2,5.4,-3,0,1038.1,305,NW,8
02/12/2020,0.8,2.6,-1.1,0,1037.6,311,NW,4
01/12/2020,0.7,4.1,-2.8,0.2,1037.2,310,NW,4
31/01/2021,5.8,15.7,-4,0,1018.3,242,SW,8
30/01/2021,4.3,15.7,-7.1,0,1022,252,W,14
29/01/2021,0.6,8.2,-7.1,0,1021.5,121,SE,6
28/01/2021,5.4,11.4,-0.6,0,1028.2,310,NW,11
27/01/2021,3.2,12.6,-6.2,0,1022.3,322,NW,14
26/01/2021,3.2,12.6,-6.2,0,1024.6,104,E,10
25/01/2021,0.6,3.8,-2.7,0,1025.5,169,S,6
24/01/2021,0.5,4.8,-3.8,1.2,1026.9,337,NW,6
23/01/2021,0.9,5.7,-3.9,0,1024.5,356,N,6
22/01/2021,0.1,5.7,-5.5,0,1025,344,N,6
21/01/2021,-0.8,5.7,-7.3,0,1022.3,289,W,6
20/01/2021,-3.1,1,-7.3,0,1023.8,243,SW,6
19/01/2021,2.8,10.7,-5.1,Tr,1027.7,327,NW,6
18/01/2021,3,10.7,-4.6,0,1024.7,38,NE,9
17/01/2021,0.9,6.7,-4.9,0,1024,257,W,16
16/01/2021,2.2,9.3,-4.9,0,1035.1,290,W,10
15/01/2021,3,9.3,-3.3,0,1027.1,271,W,11
14/01/2021,5.7,13,-1.6,0,1015.8,352,N,7
13/01/2021,5.7,13,-1.6,0,1014.7,356,N,9
12/01/2021,4.8,11.6,-1.9,0,1009.6,233,SW,14
11/01/2021,-0.7,4.4,-5.8,0,1023.9,271,W,15
10/01/2021,-1.1,4.1,-6.4,0,1031.7,292,W,11
09/01/2021,-2,4.1,-8.2,0,1030.2,299,NW,8
08/01/2021,-6.7,1.7,-15,0,1031,266,W,10
07/01/2021,-9.1,-3.2,-15,0,1036.2,286,W,13
06/01/2021,-6,-0.9,-11.2,0,1038,5,N,15
05/01/2021,-4,1.6,-9.5,0,1034.8,169,S,10
04/01/2021,-2.5,1.6,-6.6,0,1035,319,NW,5
03/01/2021,-2.5,1.6,-6.5,0,1033.3,353,N,7
02/01/2021,0.2,5.9,-5.4,0,1032.5,353,N,8
01/01/2021,0.3,5.9,-5.3,0,1025.9,66,NE,10
28/02/2021,6.7,13.1,0.2,26.8,1024.4,336,NW,8
27/02/2021,6.5,13.1,0,2.9,1022.5,102,E,7
26/02/2021,5.7,11.3,0,0,1026.7,58,NE,8
25/02/2021,4.3,9.4,-0.7,0,1026.4,336,NW,6
24/02/2021,2.5,5.8,-0.7,0,1025.4,310,NW,6
23/02/2021,7.8,12.5,3.1,0,1027.9,25,NE,10
22/02/2021,17,27.3,6.7,0,1026.3,141,SE,9
21/02/2021,22.2,27.3,17.2,0,1008,357,N,10
20/02/2021,13.6,27.1,0,0,1004.2,246,SW,17
19/02/2021,10.1,24.2,-4.1,0,1009.4,269,W,18
18/02/2021,5.4,14.9,-4.1,0,1022.3,117,SE,9
17/02/2021,1.9,7.6,-3.8,0,1031,146,SE,8
16/02/2021,3.8,8.7,-1.2,0,1025.8,164,S,10
15/02/2021,3.8,8.7,-1.2,0,1019.4,171,S,14
14/02/2021,6.2,11.1,1.4,0,1020,344,N,7
13/02/2021,8.8,14.7,2.9,0,1018.8,4,N,7
12/02/2021,7.5,14.9,0,0,1020.6,16,N,5
11/02/2021,6.7,15,-1.6,0,1017,331,NW,7
10/02/2021,6.5,15,-2.1,0,1021.7,158,S,6
09/02/2021,3.6,10.4,-3.1,0,1022.8,156,SE,7
08/02/2021,3,9.2,-3.1,0,1030.1,170,S,6
07/02/2021,10.2,20,0.3,0,1031.8,194,S,6
06/02/2021,14.5,20,9,0,1016.8,20,N,14
05/02/2021,7.2,17.9,-3.5,0,1013.1,273,W,11
04/02/2021,3.9,12.5,-4.7,0,1021.7,216,SW,14
03/02/2021,3,12.5,-6.4,0,1025.1,329,NW,10
02/02/2021,1.4,9.2,-6.4,0,1026,66,NE,9
01/02/2021,2.6,9.2,-4,0,1025.9,133,SE,7
31/03/2021,15,22.8,7.2,0,1012.3,339,N,6
30/03/2021,13.9,20.7,7.2,0,1010.2,166,S,10
29/03/2021,17.2,24,10.5,0,1010,161,S,13
28/03/2021,17.2,24,10.5,0,1007.2,348,N,12
27/03/2021,15.8,19.3,12.4,0,1005.5,125,SE,8
26/03/2021,14.3,20.4,8.3,Tr,1011.7,293,NW,6
25/03/2021,14.8,21.3,8.2,0.1,1016.6,87,E,9
24/03/2021,15.3,22.5,8.2,0,1018.5,73,E,7
23/03/2021,15.2,22.5,7.8,0,1010.4,176,S,13
22/03/2021,13.1,20.9,5.2,0,1019.6,238,SW,16
21/03/2021,8.2,15.6,0.9,0,1027.4,302,NW,15
20/03/2021,8.2,15.6,0.9,0,1022.8,311,NW,15
19/03/2021,5.1,8,2.2,11.1,1020.6,244,SW,3
18/03/2021,9.4,14.9,3.9,0.1,1025.1,329,NW,6
17/03/2021,10.7,14.9,6.5,3.1,1021.9,24,NE,10
16/03/2021,11.8,16.1,7.5,0,1022.2,159,S,8
15/03/2021,12.2,16.1,8.2,0,1017.5,64,NE,6
14/03/2021,11.9,14.7,9.2,0,1012.4,170,S,6
13/03/2021,10.6,14.7,6.4,0,1020.5,168,S,6
12/03/2021,11.9,17.5,6.4,0,1024.4,275,W,5
11/03/2021,11,17.5,4.5,0,1022.8,166,S,10
10/03/2021,9.1,15.2,2.9,0,1023.7,148,SE,8
09/03/2021,7.7,15.1,0.3,0,1024.9,131,SE,6
08/03/2021,5.7,11.1,0.3,0,1024.9,45,NE,7
07/03/2021,3.7,7.5,-0.1,0,1029.4,146,SE,7
06/03/2021,5.3,10.8,-0.1,0,1036.1,161,S,9
05/03/2021,8.7,14.7,2.6,0.7,1027.3,49,NE,10
04/03/2021,7.9,14.7,1.1,0,1016.1,115,SE,9
03/03/2021,7.1,13.1,1.1,0,1017.5,107,E,7
02/03/2021,3.9,6.8,0.9,0,1025.1,198,S,8
01/03/2021,3.5,6.6,0.5,Tr,1029.6,171,S,8
30/04/2021,18.1,24.6,11.7,Tr,1007.7,25,NE,11
29/04/2021,18.5,24.6,12.4,Tr,1002.9,5,N,14
28/04/2021,19.3,26.2,12.4,0,1010.8,255,W,8
27/04/2021,19.8,26.2,13.4,0,1015.6,310,NW,15
26/04/2021,17.9,22.4,13.4,0,1014.7,176,S,12
25/04/2021,16.1,19.2,13.1,Tr,1023,230,SW,4
24/04/2021,17.4,22.7,12.1,Tr,1025.7,94,E,6
23/04/2021,17.4,22.7,12,0,1020.3,43,NE,9
22/04/2021,16.4,20.5,12.3,0,1014.7,157,SE,5
21/04/2021,19.1,24.5,13.7,2.2,1016.6,295,NW,5
20/04/2021,18.7,27,10.4,Tr,1016.1,169,S,13
19/04/2021,16.4,27,5.9,0,1011.1,160,S,11
18/04/2021,15.6,25.2,5.9,0,1014,147,SE,12
17/04/2021,15.8,21.8,9.8,0,1021.2,227,SW,13
16/04/2021,17.9,27.7,8.2,0,1017,310,NW,17
15/04/2021,16.5,27.7,5.3,0,1008.9,257,W,23
14/04/2021,14,22.7,5.3,0,1014,183,S,14
13/04/2021,15.9,22.5,9.4,0,1022.1,150,SE,8
12/04/2021,16.9,22.5,11.4,0,1017.9,71,E,12
11/04/2021,16.6,22.5,10.8,0,1019.7,171,S,7
10/04/2021,16.6,22.5,10.8,0,1022.4,149,SE,11
09/04/2021,14.2,19.9,8.5,0,1022.7,359,N,9
08/04/2021,15.9,23.5,8.3,Tr,1021.2,65,NE,10
07/04/2021,15.9,23.5,8.3,0,1022.2,63,NE,10
06/04/2021,14.3,21.4,7.3,0,1022.3,0,N,6
05/04/2021,13.2,19.1,7.3,0,1020.9,208,SW,10
04/04/2021,13.2,19.1,7.3,0,1025.5,220,SW,7
03/04/2021,13.2,15.5,11,0,1025.8,130,SE,8
02/04/2021,14.7,16.8,12.5,1.1,1020.4,330,NW,9
01/04/2021,17.3,22.8,11.8,0,1017.3,2,N,8
31/05/2021,22.9,28.6,17.3,Tr,1006.7,352,N,6
30/05/2021,22.9,28.6,17.3,0,1005.4,68,E,7
29/05/2021,25.4,31.2,19.6,0,1004.9,89,E,11
28/05/2021,26,37.1,14.9,0,1001.2,160,S,11
27/05/2021,26,37.1,14.9,0,997.8,308,NW,15
26/05/2021,23.8,34.4,13.2,Tr,999.7,44,NE,9
25/05/2021,23.8,34.4,13.2,0,998.3,197,S,17
24/05/2021,22.9,29.9,15.9,0,1006.8,123,SE,11
23/05/2021,24.8,32,17.6,0,1010.6,313,NW,10
22/05/2021,24.2,32,16.4,9.5,1004.8,157,SE,12
21/05/2021,22.9,29.5,16.4,0,1004.6,144,SE,8
20/05/2021,21.6,27.4,15.8,Tr,1005.3,169,S,8
19/05/2021,23.4,31.1,15.8,Tr,1004.6,151,SE,11
18/05/2021,21.4,31.1,11.7,0,1005.6,169,S,11
17/05/2021,21,30.3,11.7,0,1009.1,121,SE,8
16/05/2021,17.8,22.5,13,Tr,1013.3,267,W,7
15/05/2021,20,26.7,13.3,27.5,1010.4,2,N,11
14/05/2021,23,28,18,2,1004.6,29,NE,8
13/05/2021,21.8,28,15.5,0,1007.4,51,NE,8
12/05/2021,19.8,26,13.6,0,1008.5,40,NE,8
11/05/2021,19.6,25.7,13.6,0,1009.9,134,SE,9
10/05/2021,21.6,27.9,15.2,0,1011.1,77,E,9
09/05/2021,22.9,30.7,15.2,0,1005.8,67,NE,8
08/05/2021,24.1,30.7,17.4,0,1003.6,129,SE,12
07/05/2021,22.1,31.8,12.5,0,1004.1,238,SW,20
06/05/2021,21.4,31.8,10.9,0,1002.1,275,W,29
05/05/2021,20.3,29.7,10.9,0,1007.4,180,S,15
04/05/2021,19.3,25.8,12.8,0,1012.6,313,NW,13
03/05/2021,15.9,23.1,8.7,Tr,1009,155,SE,11
02/05/2021,15.8,24.1,7.4,0,1016.6,173,S,13
01/05/2021,15.8,24.1,7.4,0,1014.3,146,SE,8
30/06/2021,29.8,35.2,24.3,0,1001.2,91,E,10
29/06/2021,30.2,36.2,24.3,0,999.6,177,S,10
28/06/2021,30.5,36.2,24.8,1.5,1000.9,26,NE,9
27/06/2021,31,39.1,22.9,0,1002.9,102,E,8
26/06/2021,30.9,39.1,22.7,0.1,999.7,68,E,12
25/06/2021,26.4,32.4,20.4,0,1001.3,143,SE,8
24/06/2021,25.6,31.3,19.9,0,1006.6,36,NE,8
23/06/2021,28,33.9,22.1,2.6,1009.6,6,N,11
22/06/2021,30.4,38.8,22.1,0,1008.5,50,NE,8
21/06/2021,30.6,38.8,22.3,0,1002.5,346,N,8
20/06/2021,30.8,38.6,22.9,0,1000.3,329,NW,6
19/06/2021,30.4,38.6,22.3,0,998.2,287,W,11
18/06/2021,27.9,35,20.8,0,1001.4,343,N,10
17/06/2021,25.7,31.3,20.1,0,1004,111,E,7
16/06/2021,25.9,30.9,20.9,6.3,1004.4,70,E,6
15/06/2021,27.6,30.9,24.4,0,1002.3,87,E,8
14/06/2021,29.4,34.8,23.9,0,998.8,9,N,8
13/06/2021,29.1,34.8,23.3,Tr,1001.2,188,S,8
12/06/2021,26.4,35.4,17.3,0,1006.7,346,N,7
11/06/2021,26.4,35.4,17.3,Tr,1007.5,135,SE,7
10/06/2021,24.2,30.8,17.6,0,1007.9,325,NW,6
09/06/2021,25.1,30.7,19.5,18.6,1010.7,332,NW,7
08/06/2021,25.1,30.7,19.5,4.2,1010.4,71,E,7
07/06/2021,27.5,34.1,20.9,0.2,1008.3,42,NE,10
06/06/2021,27.2,34.5,19.9,0,1001,355,N,11
05/06/2021,26.9,36.5,17.3,0,998.4,44,NE,8
04/06/2021,26.9,36.5,17.3,0,997.6,286,W,15
03/06/2021,23.4,28.5,18.2,0,1006.1,31,NE,12
02/06/2021,23.1,28.5,17.8,0,1004.4,34,NE,6
01/06/2021,22.6,27.4,17.8,0.1,1007.1,33,NE,8
31/07/2021,28.1,34.7,21.5,0,995,129,SE,7
30/07/2021,26.6,31.6,21.5,0,995.3,153,SE,9
29/07/2021,24.1,26.2,22.1,7.4,999.2,17,N,6
